queue_event_id,centre_id,event_timestamp,queue_length,active_counters,avg_quantity_qtl,avg_service_time_min,hour,weather_condition,no_show_count,observed_wait_time_min,daily_capacity_qtl,daily_farmer_capacity,service_counters,historical_on_time_rate,historical_processing_efficiency,slot_fill_rate,day_of_week
Q000469,C002,2026-09-21 23:16:00,68,3,17,18,11,clear,2,24,90,150,3,0.896,0.791,0.812,0
Q000470,C003,2026-09-21 03:20:00,44,1,23,4,17,cloudy,3,13,110,165,4,0.921,0.854,0.862,0
Q000471,C003,2026-09-04 04:40:00,47,5,35,5,8,cloudy,2,12,110,165,4,0.921,0.854,0.862,4
Q000472,C003,2026-09-02 18:33:00,30,4,27,16,18,rain,3,30,110,165,4,0.921,0.854,0.862,2
Q000473,C004,2026-09-21 03:50:00,69,2,26,9,15,clear,1,40,60,100,2,0.746,0.824,0.822,0
Q000474,C004,2026-09-17 18:01:00,53,2,14,8,10,clear,0,6,60,100,2,0.746,0.824,0.822,3
Q000475,C002,2026-09-23 12:06:00,55,2,7,8,18,rain,3,43,90,150,3,0.896,0.791,0.812,2
Q000476,C004,2026-09-29 17:15:00,23,4,21,17,16,rain,3,27,60,100,2,0.746,0.824,0.822,1
Q000477,C002,2026-09-09 19:26:00,54,5,5,19,11,cloudy,2,31,90,150,3,0.896,0.791,0.812,2
Q000478,C003,2026-09-02 21:02:00,4,5,20,15,9,cloudy,3,10,110,165,4,0.921,0.854,0.862,2
Q000479,C002,2026-09-25 07:28:00,35,4,21,6,16,cloudy,0,20,90,150,3,0.896,0.791,0.812,4
Q000480,C004,2026-09-30 01:21:00,9,5,30,13,17,clear,2,39,60,100,2,0.746,0.824,0.822,2
Q000481,C001,2026-09-22 16:37:00,58,5,33,19,17,cloudy,2,31,120,180,4,0.736,0.631,0.81,1
Q000482,C003,2026-09-14 18:18:00,37,2,6,13,17,rain,0,45,110,165,4,0.921,0.854,0.862,0
Q000483,C004,2026-09-27 15:59:00,21,5,6,13,17,clear,2,36,60,100,2,0.746,0.824,0.822,6
Q000484,C001,2026-09-07 03:01:00,64,1,32,12,12,clear,2,22,120,180,4,0.736,0.631,0.81,0
Q000485,C003,2026-09-02 00:00:00,14,5,10,8,18,rain,2,16,110,165,4,0.921,0.854,0.862,2
Q000486,C003,2026-09-12 02:29:00,62,2,30,20,8,rain,0,14,110,165,4,0.921,0.854,0.862,5
Q000487,C002,2026-09-23 22:12:00,52,4,12,18,18,clear,1,41,90,150,3,0.896,0.791,0.812,2
Q000488,C003,2026-09-03 19:50:00,33,1,6,9,15,rain,3,24,110,165,4,0.921,0.854,0.862,3
Q000489,C004,2026-09-25 14:09:00,29,4,26,16,15,rain,1,38,60,100,2,0.746,0.824,0.822,4
Q000490,C004,2026-09-01 21:27:00,36,4,17,14,16,cloudy,0,11,60,100,2,0.746,0.824,0.822,1
Q000491,C003,2026-09-21 00:07:00,78,3,15,12,12,clear,2,42,110,165,4,0.921,0.854,0.862,0
Q000492,C004,2026-09-22 08:09:00,30,5,29,10,16,rain,1,25,60,100,2,0.746,0.824,0.822,1
Q000493,C001,2026-09-01 17:45:00,8,1,18,7,16,clear,3,27,120,180,4,0.736,0.631,0.81,1
Q000494,C002,2026-09-14 05:56:00,32,2,6,4,17,clear,0,43,90,150,3,0.896,0.791,0.812,0
Q000495,C002,2026-09-28 15:11:00,15,1,7,8,14,cloudy,1,12,90,150,3,0.896,0.791,0.812,0
Q000496,C002,2026-09-12 21:12:00,37,4,26,6,18,rain,2,32,90,150,3,0.896,0.791,0.812,5
Q000497,C003,2026-09-13 01:34:00,20,1,13,5,14,rain,2,8,110,165,4,0.921,0.854,0.862,6
Q000498,C003,2026-09-13 09:35:00,22,4,7,19,11,cloudy,3,16,110,165,4,0.921,0.854,0.862,6
Q000499,C004,2026-09-06 06:56:00,18,5,29,17,11,cloudy,0,33,60,100,2,0.746,0.824,0.822,6
Q000500,C003,2026-09-06 01:19:00,4,1,7,12,15,clear,3,14,110,165,4,0.921,0.854,0.862,6
Q000501,C001,2026-09-03 01:49:00,49,3,9,14,14,cloudy,0,37,120,180,4,0.736,0.631,0.81,3
Q000502,C004,2026-09-23 02:45:00,55,4,32,6,16,clear,0,29,60,100,2,0.746,0.824,0.822,2
Q000503,C004,2026-09-06 20:53:00,72,5,34,15,13,cloudy,2,30,60,100,2,0.746,0.824,0.822,6
Q000504,C001,2026-09-30 03:06:00,11,3,22,14,9,rain,2,17,120,180,4,0.736,0.631,0.81,2
Q000505,C002,2026-09-26 14:08:00,5,4,26,10,12,cloudy,3,11,90,150,3,0.896,0.791,0.812,5
Q000506,C003,2026-09-23 11:53:00,10,4,28,10,10,clear,1,6,110,165,4,0.921,0.854,0.862,2
Q000507,C002,2026-09-23 14:52:00,49,1,30,13,15,cloudy,3,6,90,150,3,0.896,0.791,0.812,2
Q000508,C001,2026-09-16 19:05:00,7,3,30,5,14,clear,1,38,120,180,4,0.736,0.631,0.81,2
Q000509,C004,2026-09-25 18:34:00,19,5,12,6,8,cloudy,1,36,60,100,2,0.746,0.824,0.822,4
Q000510,C001,2026-09-22 19:11:00,79,1,12,8,8,clear,0,24,120,180,4,0.736,0.631,0.81,1
Q000511,C001,2026-09-22 02:46:00,78,2,31,6,9,clear,3,43,120,180,4,0.736,0.631,0.81,1
Q000512,C002,2026-09-04 05:25:00,25,4,15,16,13,clear,1,25,90,150,3,0.896,0.791,0.812,4
Q000513,C002,2026-09-03 10:17:00,75,2,15,6,9,rain,1,31,90,150,3,0.896,0.791,0.812,3
Q000514,C002,2026-09-18 04:33:00,70,2,19,11,17,clear,1,11,90,150,3,0.896,0.791,0.812,4
Q000515,C004,2026-09-08 12:48:00,2,4,7,4,8,clear,0,42,60,100,2,0.746,0.824,0.822,1
Q000516,C003,2026-09-20 07:07:00,60,2,11,8,18,rain,3,31,110,165,4,0.921,0.854,0.862,6
Q000517,C002,2026-09-09 07:09:00,78,1,24,9,15,cloudy,0,45,90,150,3,0.896,0.791,0.812,2
Q000518,C003,2026-09-17 04:26:00,53,1,22,11,11,clear,0,44,110,165,4,0.921,0.854,0.862,3
Q000519,C003,2026-09-25 22:01:00,64,2,19,10,12,clear,1,12,110,165,4,0.921,0.854,0.862,4
Q000520,C002,2026-09-22 22:41:00,63,2,10,5,8,cloudy,2,23,90,150,3,0.896,0.791,0.812,1
Q000521,C002,2026-09-21 03:16:00,32,3,24,18,8,clear,0,39,90,150,3,0.896,0.791,0.812,0
Q000522,C002,2026-09-08 13:07:00,3,4,21,7,9,clear,3,42,90,150,3,0.896,0.791,0.812,1
Q000523,C003,2026-09-20 10:13:00,25,3,12,7,13,clear,0,20,110,165,4,0.921,0.854,0.862,6
Q000524,C004,2026-09-10 10:54:00,48,2,7,19,17,rain,0,32,60,100,2,0.746,0.824,0.822,3
Q000525,C002,2026-09-11 04:36:00,78,4,10,16,13,clear,3,17,90,150,3,0.896,0.791,0.812,4
Q000526,C003,2026-09-13 15:04:00,25,3,9,5,17,clear,2,13,110,165,4,0.921,0.854,0.862,6
Q000527,C001,2026-09-22 12:59:00,58,4,10,14,11,rain,1,45,120,180,4,0.736,0.631,0.81,1
Q000528,C002,2026-09-27 15:57:00,70,2,7,17,16,rain,1,42,90,150,3,0.896,0.791,0.812,6
Q000529,C004,2026-09-22 09:57:00,35,1,28,17,11,clear,2,32,60,100,2,0.746,0.824,0.822,1
Q000530,C002,2026-09-28 06:52:00,19,5,33,4,14,clear,0,35,90,150,3,0.896,0.791,0.812,0
Q000531,C001,2026-09-20 17:28:00,67,4,20,7,15,rain,1,10,120,180,4,0.736,0.631,0.81,6
Q000532,C001,2026-09-19 20:38:00,27,2,16,13,11,cloudy,0,6,120,180,4,0.736,0.631,0.81,5
Q000533,C004,2026-09-15 05:27:00,20,4,32,4,15,rain,1,30,60,100,2,0.746,0.824,0.822,1
Q000534,C002,2026-09-18 05:05:00,80,4,27,4,18,clear,3,26,90,150,3,0.896,0.791,0.812,4
Q000535,C001,2026-09-14 20:27:00,54,3,27,10,18,clear,2,8,120,180,4,0.736,0.631,0.81,0
Q000536,C003,2026-09-03 16:49:00,14,4,16,18,17,clear,2,28,110,165,4,0.921,0.854,0.862,3
Q000537,C002,2026-09-30 20:28:00,71,1,22,10,10,rain,1,39,90,150,3,0.896,0.791,0.812,2
Q000538,C001,2026-09-30 21:25:00,61,5,32,10,11,rain,2,22,120,180,4,0.736,0.631,0.81,2
Q000539,C004,2026-09-13 23:12:00,6,1,16,15,15,rain,0,35,60,100,2,0.746,0.824,0.822,6
Q000540,C003,2026-09-21 22:10:00,79,3,30,6,11,rain,0,10,110,165,4,0.921,0.854,0.862,0
Q000541,C004,2026-09-09 11:48:00,36,1,8,9,12,clear,1,36,60,100,2,0.746,0.824,0.822,2
Q000542,C002,2026-09-10 15:36:00,66,1,14,17,18,cloudy,1,35,90,150,3,0.896,0.791,0.812,3
Q000543,C003,2026-09-20 11:23:00,56,1,14,10,9,clear,1,38,110,165,4,0.921,0.854,0.862,6
Q000544,C003,2026-09-20 02:10:00,74,3,25,14,15,cloudy,3,34,110,165,4,0.921,0.854,0.862,6
Q000545,C003,2026-09-27 04:05:00,16,3,10,12,11,rain,2,23,110,165,4,0.921,0.854,0.862,6
Q000546,C001,2026-09-08 02:31:00,45,3,19,9,17,clear,2,16,120,180,4,0.736,0.631,0.81,1
Q000547,C002,2026-09-08 08:08:00,20,2,8,5,13,cloudy,1,33,90,150,3,0.896,0.791,0.812,1
Q000548,C003,2026-09-18 04:16:00,23,2,22,5,18,rain,2,14,110,165,4,0.921,0.854,0.862,4
Q000549,C003,2026-09-21 18:18:00,69,2,22,13,9,clear,3,36,110,165,4,0.921,0.854,0.862,0
Q000550,C002,2026-09-22 04:48:00,40,2,5,20,13,cloudy,2,35,90,150,3,0.896,0.791,0.812,1
Q000551,C003,2026-09-27 11:09:00,18,5,28,18,13,cloudy,0,35,110,165,4,0.921,0.854,0.862,6
Q000552,C001,2026-09-07 16:47:00,70,1,14,4,14,cloudy,1,33,120,180,4,0.736,0.631,0.81,0
Q000553,C003,2026-09-05 13:30:00,41,1,24,10,17,cloudy,1,22,110,165,4,0.921,0.854,0.862,5
Q000554,C002,2026-09-02 09:07:00,10,5,32,18,18,cloudy,0,37,90,150,3,0.896,0.791,0.812,2
Q000555,C004,2026-09-10 04:53:00,62,3,24,20,8,cloudy,2,30,60,100,2,0.746,0.824,0.822,3
Q000556,C002,2026-09-20 19:35:00,47,4,16,4,12,rain,2,24,90,150,3,0.896,0.791,0.812,6
Q000557,C004,2026-09-26 21:17:00,11,2,28,18,14,rain,2,15,60,100,2,0.746,0.824,0.822,5
Q000558,C004,2026-09-20 04:54:00,17,5,24,6,10,clear,2,35,60,100,2,0.746,0.824,0.822,6
Q000559,C003,2026-09-04 08:42:00,75,4,7,4,14,cloudy,2,31,110,165,4,0.921,0.854,0.862,4
Q000560,C002,2026-09-26 15:35:00,59,5,29,8,11,clear,3,23,90,150,3,0.896,0.791,0.812,5
Q000561,C004,2026-09-03 06:37:00,38,5,14,19,16,cloudy,3,19,60,100,2,0.746,0.824,0.822,3
Q000562,C001,2026-09-01 11:10:00,19,3,14,19,9,cloudy,2,31,120,180,4,0.736,0.631,0.81,1
Q000563,C002,2026-09-23 17:46:00,31,1,8,12,15,clear,2,42,90,150,3,0.896,0.791,0.812,2
Q000564,C004,2026-09-27 02:15:00,55,3,25,19,9,rain,0,21,60,100,2,0.746,0.824,0.822,6
Q000565,C002,2026-09-27 19:49:00,7,2,15,18,10,rain,1,8,90,150,3,0.896,0.791,0.812,6
Q000566,C003,2026-09-17 18:59:00,53,3,6,13,12,cloudy,0,37,110,165,4,0.921,0.854,0.862,3
Q000567,C002,2026-09-29 22:28:00,23,1,24,9,16,rain,2,24,90,150,3,0.896,0.791,0.812,1
Q000568,C003,2026-09-17 20:28:00,12,5,23,15,10,clear,1,38,110,165,4,0.921,0.854,0.862,3
Q000569,C003,2026-09-18 07:55:00,62,4,15,9,9,clear,1,37,110,165,4,0.921,0.854,0.862,4
Q000570,C002,2026-09-09 22:18:00,71,5,27,20,16,cloudy,0,31,90,150,3,0.896,0.791,0.812,2
Q000571,C004,2026-09-04 19:56:00,14,2,34,4,15,rain,2,28,60,100,2,0.746,0.824,0.822,4
Q000572,C002,2026-09-21 11:12:00,76,5,29,14,10,cloudy,2,6,90,150,3,0.896,0.791,0.812,0
Q000573,C001,2026-09-11 11:22:00,16,2,27,11,12,clear,1,13,120,180,4,0.736,0.631,0.81,4
Q000574,C001,2026-09-20 16:30:00,14,1,5,19,14,clear,1,11,120,180,4,0.736,0.631,0.81,6
Q000575,C001,2026-09-24 17:21:00,75,1,20,7,12,clear,0,24,120,180,4,0.736,0.631,0.81,3
Q000576,C001,2026-09-05 17:54:00,15,5,11,10,10,cloudy,2,6,120,180,4,0.736,0.631,0.81,5
Q000577,C001,2026-09-07 23:29:00,35,5,16,15,10,cloudy,1,37,120,180,4,0.736,0.631,0.81,0
Q000578,C001,2026-09-05 20:44:00,74,1,21,10,11,rain,1,39,120,180,4,0.736,0.631,0.81,5
Q000579,C001,2026-09-05 20:17:00,27,5,32,19,13,cloudy,1,33,120,180,4,0.736,0.631,0.81,5
Q000580,C001,2026-09-09 14:02:00,45,4,18,10,16,clear,3,12,120,180,4,0.736,0.631,0.81,2
Q000581,C003,2026-09-06 23:31:00,59,1,21,8,15,rain,2,40,110,165,4,0.921,0.854,0.862,6
Q000582,C001,2026-09-05 02:20:00,41,4,8,16,12,rain,2,33,120,180,4,0.736,0.631,0.81,5
Q000583,C002,2026-09-26 13:31:00,52,3,32,17,11,clear,3,28,90,150,3,0.896,0.791,0.812,5
Q000584,C002,2026-09-01 22:27:00,62,1,17,18,16,cloudy,0,12,90,150,3,0.896,0.791,0.812,1
Q000585,C002,2026-09-19 07:44:00,51,5,8,9,9,rain,1,26,90,150,3,0.896,0.791,0.812,5
Q000586,C002,2026-09-28 10:21:00,51,1,12,17,15,rain,2,30,90,150,3,0.896,0.791,0.812,0
Q000587,C003,2026-09-23 00:13:00,77,4,20,20,12,clear,3,11,110,165,4,0.921,0.854,0.862,2
Q000588,C001,2026-09-12 18:19:00,62,4,12,8,8,clear,0,9,120,180,4,0.736,0.631,0.81,5
Q000589,C004,2026-09-02 13:43:00,22,4,24,14,10,rain,0,9,60,100,2,0.746,0.824,0.822,2
Q000590,C004,2026-09-22 13:31:00,25,3,26,19,15,cloudy,2,39,60,100,2,0.746,0.824,0.822,1
Q000591,C003,2026-09-25 22:54:00,69,1,35,5,14,clear,3,33,110,165,4,0.921,0.854,0.862,4
Q000592,C003,2026-09-18 11:33:00,56,4,6,5,10,cloudy,2,15,110,165,4,0.921,0.854,0.862,4
Q000593,C004,2026-09-20 22:55:00,17,3,27,16,15,clear,3,40,60,100,2,0.746,0.824,0.822,6
Q000594,C004,2026-09-23 00:19:00,71,2,21,5,14,rain,3,42,60,100,2,0.746,0.824,0.822,2
Q000595,C004,2026-09-29 10:21:00,45,3,15,5,8,cloudy,0,13,60,100,2,0.746,0.824,0.822,1
Q000596,C003,2026-09-17 05:33:00,74,1,29,14,14,clear,3,27,110,165,4,0.921,0.854,0.862,3
Q000597,C003,2026-09-20 02:26:00,44,1,26,11,11,clear,2,42,110,165,4,0.921,0.854,0.862,6
Q000598,C001,2026-09-04 08:02:00,39,1,15,9,8,cloudy,2,7,120,180,4,0.736,0.631,0.81,4
Q000599,C004,2026-10-01 06:57:00,54,5,21,17,12,clear,3,42,60,100,2,0.746,0.824,0.822,3
Q000600,C001,2026-09-15 18:13:00,48,5,17,14,17,clear,3,11,120,180,4,0.736,0.631,0.81,1
Q000601,C002,2026-09-16 15:27:00,63,5,30,14,10,cloudy,2,28,90,150,3,0.896,0.791,0.812,2
Q000602,C004,2026-09-10 12:52:00,63,1,31,10,12,rain,0,24,60,100,2,0.746,0.824,0.822,3
Q000603,C004,2026-09-11 15:13:00,79,1,27,7,17,rain,2,9,60,100,2,0.746,0.824,0.822,4
Q000604,C004,2026-09-20 19:00:00,26,3,30,6,18,rain,2,32,60,100,2,0.746,0.824,0.822,6
Q000605,C003,2026-09-10 11:02:00,53,4,13,20,15,cloudy,1,6,110,165,4,0.921,0.854,0.862,3
Q000606,C002,2026-09-27 14:34:00,63,2,26,18,12,cloudy,3,41,90,150,3,0.896,0.791,0.812,6
Q000607,C001,2026-09-25 02:57:00,25,3,19,8,11,clear,2,32,120,180,4,0.736,0.631,0.81,4
Q000608,C004,2026-09-15 20:33:00,8,2,32,17,12,rain,1,21,60,100,2,0.746,0.824,0.822,1
Q000609,C002,2026-09-19 19:48:00,30,1,9,10,8,clear,2,34,90,150,3,0.896,0.791,0.812,5
Q000610,C004,2026-09-26 19:58:00,55,4,25,5,11,clear,2,13,60,100,2,0.746,0.824,0.822,5
Q000611,C001,2026-09-13 02:44:00,35,5,10,5,15,clear,0,10,120,180,4,0.736,0.631,0.81,6
Q000612,C003,2026-09-28 17:36:00,38,1,33,17,13,cloudy,0,30,110,165,4,0.921,0.854,0.862,0
Q000613,C002,2026-09-12 02:19:00,14,5,28,20,9,cloudy,2,36,90,150,3,0.896,0.791,0.812,5
Q000614,C001,2026-09-12 04:32:00,76,1,29,14,13,cloudy,3,20,120,180,4,0.736,0.631,0.81,5
Q000615,C004,2026-09-11 06:37:00,18,1,10,10,12,rain,3,21,60,100,2,0.746,0.824,0.822,4
Q000616,C001,2026-09-23 16:06:00,68,3,27,7,13,cloudy,3,35,120,180,4,0.736,0.631,0.81,2
Q000617,C002,2026-09-13 23:51:00,18,3,20,15,12,clear,0,8,90,150,3,0.896,0.791,0.812,6
Q000618,C002,2026-09-12 20:49:00,70,4,14,15,18,clear,1,33,90,150,3,0.896,0.791,0.812,5
Q000619,C004,2026-09-01 17:05:00,50,3,14,6,11,rain,1,15,60,100,2,0.746,0.824,0.822,1
Q000620,C004,2026-09-30 02:06:00,40,4,30,5,12,clear,3,35,60,100,2,0.746,0.824,0.822,2
Q000621,C004,2026-09-16 11:55:00,54,1,31,9,12,cloudy,0,27,60,100,2,0.746,0.824,0.822,2
Q000622,C004,2026-09-28 18:10:00,70,3,19,4,8,cloudy,1,45,60,100,2,0.746,0.824,0.822,0
Q000623,C004,2026-09-30 12:45:00,17,1,17,10,18,rain,2,41,60,100,2,0.746,0.824,0.822,2
Q000624,C001,2026-09-06 09:33:00,20,2,21,8,17,cloudy,3,25,120,180,4,0.736,0.631,0.81,6
Q000625,C004,2026-09-23 03:00:00,17,3,10,14,12,clear,0,31,60,100,2,0.746,0.824,0.822,2
Q000626,C003,2026-09-09 15:10:00,50,4,35,11,8,clear,1,10,110,165,4,0.921,0.854,0.862,2
Q000627,C004,2026-09-10 09:03:00,33,2,6,16,17,rain,2,14,60,100,2,0.746,0.824,0.822,3
Q000628,C001,2026-09-18 02:22:00,21,5,8,4,16,rain,3,36,120,180,4,0.736,0.631,0.81,4
Q000629,C001,2026-09-11 13:41:00,26,2,35,12,12,cloudy,3,29,120,180,4,0.736,0.631,0.81,4
Q000630,C002,2026-09-20 23:36:00,26,5,11,13,18,clear,3,16,90,150,3,0.896,0.791,0.812,6
Q000631,C004,2026-09-07 23:54:00,3,3,13,11,17,rain,1,28,60,100,2,0.746,0.824,0.822,0
Q000632,C004,2026-09-05 06:08:00,1,4,9,14,14,cloudy,1,29,60,100,2,0.746,0.824,0.822,5
Q000633,C004,2026-09-28 12:47:00,32,1,8,5,8,rain,1,35,60,100,2,0.746,0.824,0.822,0
Q000634,C003,2026-09-28 22:49:00,76,1,5,12,16,cloudy,3,24,110,165,4,0.921,0.854,0.862,0
Q000635,C004,2026-09-18 05:37:00,16,5,6,9,12,clear,3,26,60,100,2,0.746,0.824,0.822,4
Q000636,C004,2026-09-07 08:35:00,11,3,27,20,14,clear,2,12,60,100,2,0.746,0.824,0.822,0
Q000637,C003,2026-09-03 08:44:00,16,4,32,12,13,rain,2,21,110,165,4,0.921,0.854,0.862,3
Q000638,C003,2026-09-24 21:10:00,40,4,33,9,13,cloudy,3,14,110,165,4,0.921,0.854,0.862,3
Q000639,C004,2026-09-03 18:37:00,24,2,6,11,10,clear,3,21,60,100,2,0.746,0.824,0.822,3
Q000640,C002,2026-09-22 14:44:00,55,1,33,19,8,rain,2,40,90,150,3,0.896,0.791,0.812,1
Q000641,C004,2026-09-22 04:29:00,63,1,32,8,9,rain,0,18,60,100,2,0.746,0.824,0.822,1
Q000642,C003,2026-09-09 13:49:00,21,5,31,12,17,cloudy,1,42,110,165,4,0.921,0.854,0.862,2
Q000643,C001,2026-09-25 07:02:00,73,2,18,6,11,rain,0,26,120,180,4,0.736,0.631,0.81,4
Q000644,C001,2026-09-14 07:00:00,15,4,16,7,13,clear,0,10,120,180,4,0.736,0.631,0.81,0
Q000645,C004,2026-09-23 04:37:00,58,3,24,4,13,clear,3,25,60,100,2,0.746,0.824,0.822,2
Q000646,C002,2026-09-10 23:22:00,6,3,15,5,9,cloudy,3,10,90,150,3,0.896,0.791,0.812,3
Q000647,C004,2026-09-12 23:12:00,22,2,35,16,9,clear,1,15,60,100,2,0.746,0.824,0.822,5
Q000648,C004,2026-09-19 16:01:00,36,2,8,13,15,rain,2,43,60,100,2,0.746,0.824,0.822,5
Q000649,C002,2026-09-17 16:40:00,12,3,21,10,15,rain,3,35,90,150,3,0.896,0.791,0.812,3
Q000650,C003,2026-09-26 23:30:00,76,4,7,17,13,cloudy,1,32,110,165,4,0.921,0.854,0.862,5
Q000651,C004,2026-09-05 14:01:00,5,5,15,18,18,clear,1,36,60,100,2,0.746,0.824,0.822,5
Q000652,C001,2026-09-14 14:01:00,59,4,7,19,12,clear,1,24,120,180,4,0.736,0.631,0.81,0
Q000653,C002,2026-09-25 03:51:00,54,3,23,5,16,clear,0,37,90,150,3,0.896,0.791,0.812,4
Q000654,C001,2026-09-24 14:16:00,54,4,8,18,18,cloudy,2,27,120,180,4,0.736,0.631,0.81,3
Q000655,C003,2026-09-28 00:05:00,10,5,5,7,18,rain,1,16,110,165,4,0.921,0.854,0.862,0
Q000656,C004,2026-09-03 09:56:00,10,4,33,13,13,cloudy,3,33,60,100,2,0.746,0.824,0.822,3
Q000657,C003,2026-09-16 21:19:00,23,2,10,6,17,rain,0,32,110,165,4,0.921,0.854,0.862,2
Q000658,C001,2026-09-01 14:53:00,50,1,5,9,18,rain,3,30,120,180,4,0.736,0.631,0.81,1
Q000659,C004,2026-09-15 03:14:00,79,5,16,16,12,clear,1,13,60,100,2,0.746,0.824,0.822,1
Q000660,C001,2026-09-10 00:54:00,14,1,27,10,8,clear,3,14,120,180,4,0.736,0.631,0.81,3
Q000661,C002,2026-09-21 04:29:00,80,5,11,6,12,rain,1,35,90,150,3,0.896,0.791,0.812,0
Q000662,C004,2026-09-02 08:19:00,14,2,33,8,15,rain,3,6,60,100,2,0.746,0.824,0.822,2
Q000663,C004,2026-09-27 23:43:00,31,2,14,16,8,rain,0,11,60,100,2,0.746,0.824,0.822,6
Q000664,C004,2026-09-20 06:32:00,63,5,24,13,8,rain,3,36,60,100,2,0.746,0.824,0.822,6
Q000665,C004,2026-09-11 21:48:00,7,5,5,17,17,rain,0,22,60,100,2,0.746,0.824,0.822,4
Q000666,C004,2026-09-22 21:30:00,14,4,24,15,15,cloudy,3,6,60,100,2,0.746,0.824,0.822,1
Q000667,C002,2026-09-14 11:05:00,24,4,16,18,11,cloudy,1,42,90,150,3,0.896,0.791,0.812,0
Q000668,C003,2026-09-28 18:09:00,59,2,33,13,14,rain,2,35,110,165,4,0.921,0.854,0.862,0
Q000669,C002,2026-09-29 15:43:00,26,3,27,6,18,rain,1,16,90,150,3,0.896,0.791,0.812,1
Q000670,C002,2026-09-08 11:14:00,77,4,8,17,15,rain,1,18,90,150,3,0.896,0.791,0.812,1
Q000671,C001,2026-09-02 04:18:00,45,3,16,9,10,cloudy,0,9,120,180,4,0.736,0.631,0.81,2
Q000672,C003,2026-09-20 22:51:00,14,5,12,7,16,clear,3,21,110,165,4,0.921,0.854,0.862,6
Q000673,C003,2026-09-17 12:31:00,5,5,13,8,16,cloudy,0,8,110,165,4,0.921,0.854,0.862,3
Q000674,C004,2026-09-22 03:48:00,14,1,30,7,16,clear,0,15,60,100,2,0.746,0.824,0.822,1
Q000675,C001,2026-09-10 16:50:00,46,2,28,13,15,cloudy,3,11,120,180,4,0.736,0.631,0.81,3
Q000676,C002,2026-09-30 19:17:00,46,3,31,8,9,clear,3,31,90,150,3,0.896,0.791,0.812,2
Q000677,C001,2026-09-12 12:27:00,60,3,14,20,10,clear,2,28,120,180,4,0.736,0.631,0.81,5
Q000678,C004,2026-09-17 18:25:00,80,2,9,20,14,clear,1,32,60,100,2,0.746,0.824,0.822,3
Q000679,C004,2026-09-19 23:34:00,58,5,30,15,8,rain,1,5,60,100,2,0.746,0.824,0.822,5
Q000680,C001,2026-09-05 05:06:00,43,3,17,9,14,clear,3,7,120,180,4,0.736,0.631,0.81,5
Q000681,C002,2026-09-27 12:04:00,7,5,14,17,14,cloudy,2,25,90,150,3,0.896,0.791,0.812,6
Q000682,C003,2026-09-01 17:07:00,35,5,24,8,14,rain,1,39,110,165,4,0.921,0.854,0.862,1
Q000683,C004,2026-09-17 01:36:00,51,2,33,13,9,clear,2,29,60,100,2,0.746,0.824,0.822,3
Q000684,C002,2026-09-25 00:59:00,69,3,11,6,16,cloudy,2,38,90,150,3,0.896,0.791,0.812,4
Q000685,C003,2026-09-30 06:50:00,20,1,5,12,11,rain,3,37,110,165,4,0.921,0.854,0.862,2
Q000686,C001,2026-09-04 01:58:00,47,3,25,20,13,clear,0,12,120,180,4,0.736,0.631,0.81,4
Q000687,C004,2026-09-14 21:57:00,73,1,19,14,11,cloudy,1,27,60,100,2,0.746,0.824,0.822,0
Q000688,C003,2026-09-14 07:17:00,73,2,27,16,16,cloudy,1,11,110,165,4,0.921,0.854,0.862,0
Q000689,C003,2026-09-24 20:36:00,74,2,31,15,15,clear,1,32,110,165,4,0.921,0.854,0.862,3
Q000690,C004,2026-09-05 02:00:00,11,1,18,8,15,clear,3,9,60,100,2,0.746,0.824,0.822,5
Q000691,C003,2026-09-25 07:18:00,51,5,22,20,14,rain,3,45,110,165,4,0.921,0.854,0.862,4
Q000692,C004,2026-09-21 09:11:00,62,4,31,9,10,cloudy,1,36,60,100,2,0.746,0.824,0.822,0
Q000693,C004,2026-09-07 05:49:00,65,5,8,10,15,rain,0,15,60,100,2,0.746,0.824,0.822,0
Q000694,C003,2026-09-06 18:13:00,77,4,8,7,13,cloudy,2,7,110,165,4,0.921,0.854,0.862,6
Q000695,C002,2026-09-06 17:06:00,47,3,16,13,12,rain,0,14,90,150,3,0.896,0.791,0.812,6
Q000696,C002,2026-09-28 04:31:00,53,1,34,13,12,clear,1,36,90,150,3,0.896,0.791,0.812,0
Q000697,C001,2026-09-06 22:06:00,70,3,7,5,14,rain,2,41,120,180,4,0.736,0.631,0.81,6
Q000698,C004,2026-09-16 17:29:00,48,4,31,8,10,cloudy,3,33,60,100,2,0.746,0.824,0.822,2
Q000699,C004,2026-09-08 03:13:00,41,1,30,17,14,clear,3,26,60,100,2,0.746,0.824,0.822,1
Q000700,C001,2026-09-21 12:28:00,35,1,32,9,8,cloudy,2,40,120,180,4,0.736,0.631,0.81,0
Q000701,C001,2026-09-30 15:49:00,71,1,11,5,17,cloudy,1,35,120,180,4,0.736,0.631,0.81,2
Q000702,C001,2026-09-06 19:52:00,68,2,35,4,12,clear,1,42,120,180,4,0.736,0.631,0.81,6
Q000703,C004,2026-09-05 04:57:00,68,5,15,16,17,clear,3,6,60,100,2,0.746,0.824,0.822,5
Q000704,C003,2026-09-21 05:50:00,23,4,5,20,13,rain,2,10,110,165,4,0.921,0.854,0.862,0
